method,path,file,auth,roles/permission,entidades,consumidor_front,status
POST,/api/templates/:id/customize,apps/api/src/routes/templates.ts:286,jwt,,templates,sim,ativo
GET,/api/templates/:id,apps/api/src/routes/templates.ts:365,public,,templates,sim,ativo
POST,/api/templates,apps/api/src/routes/templates.ts:413,jwt,,templates,sim,ativo
PUT,/api/templates/:id,apps/api/src/routes/templates.ts:506,jwt,,templates,sim,ativo
DELETE,/api/templates/:id,apps/api/src/routes/templates.ts:563,jwt,,templates,sim,ativo
GET,/api/ai-config/models,apps/api/src/routes/ai-config.ts:12,jwt,,ai-config,não,ativo
GET,/api/ai-config/config,apps/api/src/routes/ai-config.ts:35,jwt,,ai-config,não,ativo
PUT,/api/ai-config/config,apps/api/src/routes/ai-config.ts:44,jwt,,ai-config,não,ativo
GET,/api/ai-config/usage,apps/api/src/routes/ai-config.ts:81,jwt,,ai-config,não,ativo
GET,(não montado)/usage/today,apps/api/src/routes/ai/usage.ts:9,public,,usage,não,órfão
GET,(não montado)/usage/month,apps/api/src/routes/ai/usage.ts:16,public,,usage,não,órfão
GET,(não montado)/usage/by-task,apps/api/src/routes/ai/usage.ts:21,public,,usage,não,órfão
POST,(não montado),apps/api/src/routes/ai/ragClinical.ts:8,public,,ragClinical,não,órfão
POST,(não montado)/sync,apps/api/src/routes/ai/knowledge.ts:9,public,,knowledge,não,órfão
DELETE,(não montado)/:id,apps/api/src/routes/ai/knowledge.ts:19,public,,knowledge,não,órfão
POST,(não montado)/search,apps/api/src/routes/ai/knowledge.ts:30,public,,knowledge,não,órfão
POST,/api/ai/dictate,apps/api/src/routes/ai/aiDictation.ts:14,jwt,,aiDictation,sim,ativo
POST,/api/ai/service,apps/api/src/routes/ai/ai-chat.ts:30,jwt,,ai-chat,sim,ativo
POST,/api/ai/chat,apps/api/src/routes/ai/ai-chat.ts:153,jwt,,ai-chat,sim,ativo
POST,/api/ai/fast-processing,apps/api/src/routes/ai/ai-chat.ts:240,jwt,,ai-chat,sim,ativo
POST,/api/ai/treatment-assistant,apps/api/src/routes/ai/ai-chat.ts:273,jwt,,ai-chat,sim,ativo
POST,/api/ai/analysis,apps/api/src/routes/ai/ai-chat.ts:456,jwt,,ai-chat,sim,ativo
POST,/api/ai/form-suggestions,apps/api/src/routes/ai/ai-chat.ts:521,jwt,,ai-chat,sim,ativo
POST,/api/ai/suggest-reply,apps/api/src/routes/ai/ai-chat.ts:554,jwt,,ai-chat,sim,ativo
POST,/api/ai/executive-summary,apps/api/src/routes/ai/ai-chat.ts:581,jwt,,ai-chat,sim,ativo
POST,/api/ai/soap-suggestions,apps/api/src/routes/ai/ai-chat.ts:594,jwt,,ai-chat,sim,ativo
POST,/api/ai/native/summarize,apps/api/src/routes/ai/ai-chat.ts:649,jwt,,ai-chat,sim,ativo
POST,/api/ai/native/translate,apps/api/src/routes/ai/ai-chat.ts:657,jwt,,ai-chat,sim,ativo
POST,/api/ai/vector-search,apps/api/src/routes/ai/ai-chat.ts:677,jwt,,ai-chat,sim,ativo
POST,/api/ai/ingest,apps/api/src/routes/ai/ai-chat.ts:716,jwt,,ai-chat,sim,ativo
GET,/api/ai/retention/:patientId,apps/api/src/routes/ai/retention.ts:36,jwt,,retention,desconhecido,ativo
POST,/api/ai/retention/:patientId/update,apps/api/src/routes/ai/retention.ts:53,jwt,,retention,desconhecido,ativo
POST,/api/ai/retention/:patientId/draft,apps/api/src/routes/ai/retention.ts:88,jwt,,retention,desconhecido,ativo
POST,/api/ai/retention/:patientId/dismiss,apps/api/src/routes/ai/retention.ts:106,jwt,,retention,desconhecido,ativo
POST,/api/ai/brain/chat/:patientId,apps/api/src/routes/ai/brain-chat.ts:12,jwt,,brain-chat,desconhecido,ativo
GET,/api/ai/insights,apps/api/src/routes/ai/ai-insights.ts:22,jwt,,ai-insights,desconhecido,ativo
POST,/api/ai/transcribe-audio,apps/api/src/routes/ai/ai-audio.ts:14,jwt,,ai-audio,sim,ativo
POST,/api/ai/transcribe-session,apps/api/src/routes/ai/ai-audio.ts:72,jwt,,ai-audio,sim,ativo
POST,/api/ai/voice/transcribe,apps/api/src/routes/ai/ai-audio.ts:155,jwt,,ai-audio,sim,ativo
POST,/api/ai/voice/evolution,apps/api/src/routes/ai/ai-audio.ts:174,jwt,,ai-audio,sim,ativo
POST,/api/ai/voice/task,apps/api/src/routes/ai/ai-audio.ts:239,jwt,,ai-audio,sim,ativo
POST,/api/ai/patient-360/prime,apps/api/src/routes/ai/ai-clinical.ts:34,jwt,,ai-clinical,sim,ativo
POST,/api/ai/patient-360/ask,apps/api/src/routes/ai/ai-clinical.ts:75,jwt,,ai-clinical,sim,ativo
POST,/api/ai/patient-360/clinical-report,apps/api/src/routes/ai/ai-clinical.ts:130,jwt,,ai-clinical,sim,ativo
GET,/api/ai/patient-360/status/:patientId,apps/api/src/routes/ai/ai-clinical.ts:183,jwt,,ai-clinical,sim,ativo
DELETE,/api/ai/patient-360/:patientId,apps/api/src/routes/ai/ai-clinical.ts:202,jwt,,ai-clinical,sim,ativo
POST,/api/ai/assessment/recording,apps/api/src/routes/ai/ai-clinical.ts:222,jwt,,ai-clinical,sim,ativo
POST,/api/ai/assessment/transcript,apps/api/src/routes/ai/ai-clinical.ts:271,jwt,,ai-clinical,sim,ativo
GET,/api/ai/assessment/live-ws,apps/api/src/routes/ai/ai-clinical.ts:325,jwt,,ai-clinical,sim,ativo
POST,/api/ai/vision/analyze,apps/api/src/routes/ai/ai-clinical.ts:394,jwt,,ai-clinical,sim,ativo
POST,/api/ai/vision/posture,apps/api/src/routes/ai/ai-clinical.ts:426,jwt,,ai-clinical,sim,ativo
GET,/api/ai/usage/weekly,apps/api/src/routes/ai/ai-clinical.ts:458,jwt,,ai-clinical,sim,ativo
POST,/api/ai/summarize-patient,apps/api/src/routes/ai/ai-clinical.ts:506,jwt,,ai-clinical,sim,ativo
POST,/api/ai/summarize-patient-soap,apps/api/src/routes/ai/ai-clinical.ts:573,jwt,,ai-clinical,sim,ativo
POST,/api/ai/peer-review,apps/api/src/routes/ai/ai-clinical.ts:701,jwt,,ai-clinical,sim,ativo
GET,/api/ai/medical-report/outcome,apps/api/src/routes/ai/ai-clinical.ts:785,jwt,,ai-clinical,sim,ativo
POST,/api/ai/generate-medication,apps/api/src/routes/ai/ai-clinical.ts:847,jwt,,ai-clinical,sim,ativo
POST,/api/ai/document/analyze,apps/api/src/routes/ai/ai-documents.ts:12,jwt,,ai-documents,sim,ativo
POST,/api/ai/document/classify,apps/api/src/routes/ai/ai-documents.ts:64,jwt,,ai-documents,sim,ativo
POST,/api/ai/document/summarize,apps/api/src/routes/ai/ai-documents.ts:85,jwt,,ai-documents,sim,ativo
POST,/api/ai/document/translate,apps/api/src/routes/ai/ai-documents.ts:123,jwt,,ai-documents,sim,ativo
POST,/api/ai/document/compare,apps/api/src/routes/ai/ai-documents.ts:153,jwt,,ai-documents,sim,ativo
POST,/api/ai/document/pdf,apps/api/src/routes/ai/ai-documents.ts:187,jwt,,ai-documents,sim,ativo
POST,/api/ai/document/to-markdown,apps/api/src/routes/ai/ai-documents.ts:203,jwt,,ai-documents,sim,ativo
POST,/api/ai/document/rag-ingest,apps/api/src/routes/ai/ai-documents.ts:224,jwt,,ai-documents,sim,ativo
POST,/api/ai/document/chat,apps/api/src/routes/ai/ai-documents.ts:249,jwt,,ai-documents,sim,ativo
POST,/api/ai/receipt-ocr,apps/api/src/routes/ai/ai-documents.ts:320,jwt,,ai-documents,sim,ativo
POST,/api/ai/movement-video,apps/api/src/routes/ai/ai-documents.ts:375,jwt,,ai-documents,sim,ativo
GET,/api/ai/brain/insights/:patientId,apps/api/src/routes/ai/brain-insights.ts:18,jwt,,brain-insights,desconhecido,ativo
GET,(não montado)/:patientId,apps/api/src/routes/ml/patientRisk.ts:9,public,,patientRisk,não,órfão
POST,(não montado)/:patientId/explain,apps/api/src/routes/ml/patientRisk.ts:34,public,,patientRisk,não,órfão
GET,/api/analytics/intelligent-reports/:patientId,apps/api/src/routes/analytics/patient.ts:48,jwt,,patient,sim,ativo
POST,/api/analytics/intelligent-reports,apps/api/src/routes/analytics/patient.ts:69,jwt,,patient,sim,ativo
GET,/api/analytics/patient-evolution/:patientId,apps/api/src/routes/analytics/patient.ts:227,jwt,,patient,sim,ativo
GET,/api/analytics/patient-progress/:patientId,apps/api/src/routes/analytics/patient.ts:251,jwt,,patient,sim,ativo
GET,/api/analytics/patient-lifecycle-events/:patientId,apps/api/src/routes/analytics/patient.ts:332,jwt,,patient,sim,ativo
POST,/api/analytics/patient-lifecycle-events,apps/api/src/routes/analytics/patient.ts:350,jwt,,patient,sim,ativo
GET,/api/analytics/patient-outcome-measures/:patientId,apps/api/src/routes/analytics/patient.ts:399,jwt,,patient,sim,ativo
POST,/api/analytics/patient-outcome-measures,apps/api/src/routes/analytics/patient.ts:438,jwt,,patient,sim,ativo
GET,/api/analytics/patient-session-metrics/:patientId,apps/api/src/routes/analytics/patient.ts:489,jwt,,patient,sim,ativo
POST,/api/analytics/patient-session-metrics,apps/api/src/routes/analytics/patient.ts:516,jwt,,patient,sim,ativo
GET,/api/analytics/patient-predictions/:patientId,apps/api/src/routes/analytics/patient.ts:566,jwt,,patient,sim,ativo
GET,/api/analytics/patient-risk/:patientId,apps/api/src/routes/analytics/patient.ts:601,jwt,,patient,sim,ativo
GET,/api/analytics/patient-insights/:patientId,apps/api/src/routes/analytics/patient.ts:608,jwt,,patient,sim,ativo
PATCH,/api/analytics/patient-insights/:insightId/acknowledge,apps/api/src/routes/analytics/patient.ts:636,jwt,,patient,sim,ativo
GET,/api/analytics/patient-goals/:patientId,apps/api/src/routes/analytics/patient.ts:664,jwt,,patient,sim,ativo
POST,/api/analytics/patient-goals,apps/api/src/routes/analytics/patient.ts:682,jwt,,patient,sim,ativo
PUT,/api/analytics/patient-goals/:goalId,apps/api/src/routes/analytics/patient.ts:732,jwt,,patient,sim,ativo
PATCH,/api/analytics/patient-goals/:goalId/complete,apps/api/src/routes/analytics/patient.ts:818,jwt,,patient,sim,ativo
GET,/api/analytics/clinical-benchmarks,apps/api/src/routes/analytics/patient.ts:842,jwt,,patient,sim,ativo
GET,(não montado)/ml-training-data/patient/:patientId,apps/api/src/routes/analytics/ml.ts:30,jwt,,ml,não,órfão
GET,(não montado)/ml-training-data/patients,apps/api/src/routes/analytics/ml.ts:178,jwt,,ml,não,órfão
GET,(não montado)/ml-training-data/stats,apps/api/src/routes/analytics/ml.ts:196,jwt,,ml,não,órfão
GET,(não montado)/ml-training-data/similar,apps/api/src/routes/analytics/ml.ts:257,jwt,,ml,não,órfão
POST,(não montado)/ml-training-data,apps/api/src/routes/analytics/ml.ts:287,jwt,,ml,não,órfão
POST,(não montado)/patient-predictions/upsert,apps/api/src/routes/analytics/ml.ts:333,jwt,,ml,não,órfão
GET,(não montado)/population-health,apps/api/src/routes/analytics/ml.ts:405,jwt,,ml,não,órfão
GET,(não montado)/patient/:id,apps/api/src/routes/analytics/digital-twin.ts:25,jwt,,digital-twin,não,órfão
DELETE,(não montado)/patient/:id/cache,apps/api/src/routes/analytics/digital-twin.ts:252,jwt,,digital-twin,não,órfão
GET,(não montado)/recovery-prediction/:patientId,apps/api/src/routes/analytics/mlPrediction.ts:20,jwt,,mlPrediction,não,órfão
GET,(não montado)/history/:patientId,apps/api/src/routes/analytics/mlPrediction.ts:135,jwt,,mlPrediction,não,órfão
POST,/api/ai-trigger-dt,apps/api/src/routes/admin/trigger-digital-twin.ts:25,jwt,admin,trigger-digital-twin,não,ativo
POST,/api/admin/trigger-session-archive,apps/api/src/routes/admin/trigger-session-archive.ts:16,jwt,admin,trigger-session-archive,sim,ativo
GET,/api/admin/dlq,apps/api/src/routes/admin/dlq-replay.ts:15,jwt,admin,dlq-replay,não,ativo
POST,/api/admin/dlq/replay,apps/api/src/routes/admin/dlq-replay.ts:44,jwt,admin,dlq-replay,não,ativo
GET,/api/admin/slo-metrics,apps/api/src/routes/admin/slo-metrics.ts:41,jwt,admin,slo-metrics,sim,ativo
GET,(não montado)/ai-cost,apps/api/src/routes/admin/observability.ts:12,public,,observability,não,órfão
GET,(não montado)/jobs,apps/api/src/routes/admin/observability.ts:85,public,,observability,não,órfão
GET,(não montado)/errors,apps/api/src/routes/admin/observability.ts:114,public,,observability,não,órfão
POST,/api/admin/seed-templates,apps/api/src/routes/admin/seed-templates.ts:18,jwt,admin/owner,seed-templates,não,ativo
GET,/api/admin/cloudflare-control/status,apps/api/src/routes/admin/cloudflare-control.ts:18,jwt,admin/owner,cloudflare-control,sim,ativo
POST,/api/admin/cloudflare-control/workflows/:name/trigger,apps/api/src/routes/admin/cloudflare-control.ts:56,jwt,admin/owner,cloudflare-control,sim,ativo
POST,/api/admin/cloudflare-control/ai-search/cleanup-errors,apps/api/src/routes/admin/cloudflare-control.ts:86,jwt,admin/owner,cloudflare-control,sim,ativo
POST,/api/admin/cloudflare-control/ai-search/reindex,apps/api/src/routes/admin/cloudflare-control.ts:120,jwt,admin/owner,cloudflare-control,sim,ativo
GET,/api/admin/cloudflare-control/transcription-budget,apps/api/src/routes/admin/cloudflare-control.ts:156,jwt,admin/owner,cloudflare-control,sim,ativo
PUT,/api/admin/cloudflare-control/transcription-budget,apps/api/src/routes/admin/cloudflare-control.ts:170,jwt,admin/owner,cloudflare-control,sim,ativo
DELETE,/api/admin/cloudflare-control/transcription-budget,apps/api/src/routes/admin/cloudflare-control.ts:185,jwt,admin/owner,cloudflare-control,sim,ativo
GET,/api/patients/:id/medical-records,apps/api/src/routes/patients/clinical-details.ts:28,jwt,,clinical-details,sim,ativo
POST,/api/patients/:id/medical-records,apps/api/src/routes/patients/clinical-details.ts:47,jwt,,clinical-details,sim,ativo
PUT,/api/patients/:id/medical-records/:recordId,apps/api/src/routes/patients/clinical-details.ts:105,jwt,,clinical-details,sim,ativo
DELETE,/api/patients/:id/medical-records/:recordId,apps/api/src/routes/patients/clinical-details.ts:151,jwt,,clinical-details,sim,ativo
GET,/api/patients/:id/physical-examinations,apps/api/src/routes/patients/clinical-details.ts:169,jwt,,clinical-details,sim,ativo
POST,/api/patients/:id/physical-examinations,apps/api/src/routes/patients/clinical-details.ts:190,jwt,,clinical-details,sim,ativo
PUT,/api/patients/:id/physical-examinations/:examId,apps/api/src/routes/patients/clinical-details.ts:257,jwt,,clinical-details,sim,ativo
DELETE,/api/patients/:id/physical-examinations/:examId,apps/api/src/routes/patients/clinical-details.ts:311,jwt,,clinical-details,sim,ativo
GET,/api/patients/:id/treatment-plans,apps/api/src/routes/patients/clinical-details.ts:329,jwt,,clinical-details,sim,ativo
POST,/api/patients/:id/treatment-plans,apps/api/src/routes/patients/clinical-details.ts:348,jwt,,clinical-details,sim,ativo
PUT,/api/patients/:id/treatment-plans/:planId,apps/api/src/routes/patients/clinical-details.ts:403,jwt,,clinical-details,sim,ativo
DELETE,/api/patients/:id/treatment-plans/:planId,apps/api/src/routes/patients/clinical-details.ts:457,jwt,,clinical-details,sim,ativo
GET,/api/patients/:id/attachments,apps/api/src/routes/patients/clinical-details.ts:475,jwt,,clinical-details,sim,ativo
POST,/api/patients/:id/attachments,apps/api/src/routes/patients/clinical-details.ts:502,jwt,,clinical-details,sim,ativo
DELETE,/api/patients/:id/attachments/:attachmentId,apps/api/src/routes/patients/clinical-details.ts:559,jwt,,clinical-details,sim,ativo
GET,/api/patients/:id/pathologies,apps/api/src/routes/patients/clinical-details.ts:577,jwt,,clinical-details,sim,ativo
POST,/api/patients/:id/pathologies,apps/api/src/routes/patients/clinical-details.ts:596,jwt,,clinical-details,sim,ativo
PUT,/api/patients/:id/pathologies/:pathologyId,apps/api/src/routes/patients/clinical-details.ts:654,jwt,,clinical-details,sim,ativo
DELETE,/api/patients/:id/pathologies/:pathologyId,apps/api/src/routes/patients/clinical-details.ts:698,jwt,,clinical-details,sim,ativo
GET,/api/patients/:id/surgeries,apps/api/src/routes/patients/clinical-details.ts:716,jwt,,clinical-details,sim,ativo
POST,/api/patients/:id/surgeries,apps/api/src/routes/patients/clinical-details.ts:735,jwt,,clinical-details,sim,ativo
PUT,/api/patients/:id/surgeries/:surgeryId,apps/api/src/routes/patients/clinical-details.ts:796,jwt,,clinical-details,sim,ativo
DELETE,/api/patients/:id/surgeries/:surgeryId,apps/api/src/routes/patients/clinical-details.ts:842,jwt,,clinical-details,sim,ativo
GET,/api/patients/:id/medical-returns,apps/api/src/routes/patients/clinical-details.ts:860,jwt,,clinical-details,sim,ativo
POST,/api/patients/:id/medical-returns,apps/api/src/routes/patients/clinical-details.ts:879,jwt,,clinical-details,sim,ativo
PUT,/api/patients/:id/medical-returns/:medicalReturnId,apps/api/src/routes/patients/clinical-details.ts:942,jwt,,clinical-details,sim,ativo
POST,/api/patients/:id/medical-returns/:medicalReturnId/send-report,apps/api/src/routes/patients/clinical-details.ts:994,jwt,,clinical-details,sim,ativo
DELETE,/api/patients/:id/medical-returns/:medicalReturnId,apps/api/src/routes/patients/clinical-details.ts:1078,jwt,,clinical-details,sim,ativo
GET,/api/clinical/conduct-library,apps/api/src/routes/clinical/resources.ts:55,jwt,,resources,sim,ativo
GET,/api/clinical/conduct-library/:id,apps/api/src/routes/clinical/resources.ts:80,jwt,,resources,sim,ativo
POST,/api/clinical/conduct-library,apps/api/src/routes/clinical/resources.ts:103,jwt,,resources,sim,ativo
PUT,/api/clinical/conduct-library/:id,apps/api/src/routes/clinical/resources.ts:127,jwt,,resources,sim,ativo
DELETE,/api/clinical/conduct-library/:id,apps/api/src/routes/clinical/resources.ts:149,jwt,,resources,sim,ativo
GET,/api/clinical/test-templates,apps/api/src/routes/clinical/resources.ts:163,jwt,,resources,sim,ativo
GET,/api/clinical/test-templates/:id,apps/api/src/routes/clinical/resources.ts:200,jwt,,resources,sim,ativo
POST,/api/clinical/test-templates,apps/api/src/routes/clinical/resources.ts:221,jwt,,resources,sim,ativo
PUT,/api/clinical/test-templates/:id,apps/api/src/routes/clinical/resources.ts:261,jwt,,resources,sim,ativo
DELETE,/api/clinical/test-templates/:id,apps/api/src/routes/clinical/resources.ts:328,jwt,,resources,sim,ativo
GET,/api/clinical/standardized-tests,apps/api/src/routes/clinical/resources.ts:345,jwt,,resources,sim,ativo
POST,/api/clinical/standardized-tests,apps/api/src/routes/clinical/resources.ts:385,jwt,,resources,sim,ativo
GET,/api/clinical/pain-maps,apps/api/src/routes/clinical/resources.ts:422,jwt,,resources,sim,ativo
POST,/api/clinical/pain-maps,apps/api/src/routes/clinical/resources.ts:460,jwt,,resources,sim,ativo
PUT,/api/clinical/pain-maps/:id,apps/api/src/routes/clinical/resources.ts:504,jwt,,resources,sim,ativo
DELETE,/api/clinical/pain-maps/:id,apps/api/src/routes/clinical/resources.ts:526,jwt,,resources,sim,ativo
GET,/api/clinical/evolution-templates,apps/api/src/routes/clinical/resources.ts:543,jwt,,resources,sim,ativo
GET,/api/clinical/evolution-templates/:id,apps/api/src/routes/clinical/resources.ts:560,jwt,,resources,sim,ativo
POST,/api/clinical/evolution-templates,apps/api/src/routes/clinical/resources.ts:580,jwt,,resources,sim,ativo
PUT,/api/clinical/evolution-templates/:id,apps/api/src/routes/clinical/resources.ts:616,jwt,,resources,sim,ativo
DELETE,/api/clinical/evolution-templates/:id,apps/api/src/routes/clinical/resources.ts:669,jwt,,resources,sim,ativo
GET,/api/clinical/prescriptions,apps/api/src/routes/clinical/resources.ts:694,jwt,,resources,sim,ativo
GET,/api/clinical/prescriptions/qr/:qrCode,apps/api/src/routes/clinical/resources.ts:713,public,,resources,sim,ativo
PUT,/api/clinical/prescriptions/qr/:qrCode,apps/api/src/routes/clinical/resources.ts:727,public,,resources,sim,ativo
GET,/api/clinical/prescriptions/:id,apps/api/src/routes/clinical/resources.ts:756,jwt,,resources,sim,ativo
POST,/api/clinical/prescriptions,apps/api/src/routes/clinical/resources.ts:776,jwt,,resources,sim,ativo
PUT,/api/clinical/prescriptions/:id,apps/api/src/routes/clinical/resources.ts:802,jwt,,resources,sim,ativo
DELETE,/api/clinical/prescriptions/:id,apps/api/src/routes/clinical/resources.ts:838,jwt,,resources,sim,ativo
GET,/api/clinical/prescribed-exercises,apps/api/src/routes/clinical/resources.ts:863,jwt,,resources,sim,ativo
POST,/api/clinical/prescribed-exercises,apps/api/src/routes/clinical/resources.ts:905,jwt,,resources,sim,ativo
PUT,/api/clinical/prescribed-exercises/:id,apps/api/src/routes/clinical/resources.ts:937,jwt,,resources,sim,ativo
DELETE,/api/clinical/prescribed-exercises/:id,apps/api/src/routes/clinical/resources.ts:967,jwt,,resources,sim,ativo
GET,/api/clinical/patient-objectives,apps/api/src/routes/clinical/resources.ts:987,jwt,,resources,sim,ativo
POST,/api/clinical/patient-objectives,apps/api/src/routes/clinical/resources.ts:1008,jwt,,resources,sim,ativo
PUT,/api/clinical/patient-objectives/:id,apps/api/src/routes/clinical/resources.ts:1035,jwt,,resources,sim,ativo
DELETE,/api/clinical/patient-objectives/:id,apps/api/src/routes/clinical/resources.ts:1075,jwt,,resources,sim,ativo
GET,/api/clinical/patient-objective-assignments,apps/api/src/routes/clinical/resources.ts:1093,jwt,,resources,sim,ativo
POST,/api/clinical/patient-objective-assignments,apps/api/src/routes/clinical/resources.ts:1139,jwt,,resources,sim,ativo
DELETE,/api/clinical/patient-objective-assignments/:id,apps/api/src/routes/clinical/resources.ts:1163,jwt,,resources,sim,ativo
POST,/api/clinical/verify-test,apps/api/src/routes/clinical/resources.ts:1184,jwt,,resources,sim,ativo
POST,/api/clinical/prescriptions/suggest,apps/api/src/routes/clinical/auto-prescribe.ts:22,jwt,,auto-prescribe,desconhecido,ativo
POST,/api/clinical/home-exercises/share,apps/api/src/routes/clinical/home-exercises.ts:26,jwt,,home-exercises,desconhecido,ativo
GET,/api/clinical/home-exercises/patient/:patientId,apps/api/src/routes/clinical/home-exercises.ts:86,jwt,,home-exercises,desconhecido,ativo
